"COUNTY","CFIPS","YEAR","AGE","GENDER","Labor Force","Universe","Participation Rate",
"Chaffee County","15","2014","25 to 34","","1,487.41","1,737.27","85.62",
"Chaffee County","15","2014","35 to 44","","1,753.92","2,067.19","84.85",
"Chaffee County","15","2014","45 to 54","","2,066.56","2,577.53","80.18",
"Chaffee County","15","2014","55 to 64","","1,844.22","3,091.19","59.66",
"Chaffee County","15","2014","65 and over","","832.21","4,148.17","20.06",
"Chaffee County","15","2015","16 to 19","","286.24","731.69","39.12",
"Chaffee County","15","2015","20 to 24","","678.08","862.37","78.63",
"Chaffee County","15","2015","25 to 34","","1,491.1","1,748.63","85.27",
"Chaffee County","15","2015","35 to 44","","1,823.45","2,151.51","84.75",
"Chaffee County","15","2015","45 to 54","","2,039.62","2,545.49","80.13",
"Chaffee County","15","2015","55 to 64","","1,844.51","3,069.3","60.10",
"Chaffee County","15","2015","65 and over","","894.94","4,329.04","20.67",
"Chaffee County","15","2016","16 to 19","","284.18","751.07","37.84",
"Chaffee County","15","2016","20 to 24","","720.44","923.8","77.99",
"Chaffee County","15","2016","25 to 34","","1,521.57","1,791.27","84.94",
"Chaffee County","15","2016","35 to 44","","1,895.93","2,238.58","84.69",
"Chaffee County","15","2016","45 to 54","","2,007.24","2,503.13","80.19",
"Chaffee County","15","2016","55 to 64","","1,854.65","3,072.57","60.36",
"Chaffee County","15","2016","65 and over","","955.45","4,497.26","21.25",
"Chaffee County","15","2017","16 to 19","","287.52","786.65","36.55",
"Chaffee County","15","2017","20 to 24","","742.99","960.64","77.34",
"Chaffee County","15","2017","25 to 34","","1,584.91","1,870.87","84.72",
"Chaffee County","15","2017","35 to 44","","1,996.9","2,361.48","84.56",
"Chaffee County","15","2017","45 to 54","","1,992.88","2,485.82","80.17",
"Chaffee County","15","2017","55 to 64","","1,844.48","3,040.36","60.67",
"Chaffee County","15","2017","65 and over","","1,007.54","4,661.6","21.61",
"Chaffee County","15","2018","16 to 19","","301.38","838.73","35.93",
"Chaffee County","15","2018","20 to 24","","729.7","951.67","76.68",
"Chaffee County","15","2018","25 to 34","","1,687.02","1,992.98","84.65",
"Chaffee County","15","2018","35 to 44","","2,128.6","2,519.19","84.50",
"Chaffee County","15","2018","45 to 54","","1,977.45","2,467.25","80.15",
"Chaffee County","15","2018","55 to 64","","1,829.97","3,002.65","60.95",
"Chaffee County","15","2018","65 and over","","1,061.1","4,827.95","21.98",
"Cheyenne County","17","2010","16 to 19","","47.96","97","49.44",
"Cheyenne County","17","2010","20 to 24","","58.82","72","81.69",
"Cheyenne County","17","2010","25 to 34","","171.3","203","84.38",
"Cheyenne County","17","2010","35 to 44","","159.04","189","84.15",
"Cheyenne County","17","2010","45 to 54","","242.12","278","87.09",
"Cheyenne County","17","2010","55 to 64","","187.11","263","71.14",
"Cheyenne County","17","2010","65 and over","","68.46","298.43","22.94",
"Cheyenne County","17","2011","16 to 19","","54.42","114.22","47.64",
"Cheyenne County","17","2011","20 to 24","","55.78","68.52","81.41",
"Cheyenne County","17","2011","25 to 34","","184.25","219.7","83.86",
"Cheyenne County","17","2011","35 to 44","","169.04","201.28","83.98",
"Cheyenne County","17","2011","45 to 54","","235.88","270.38","87.24",
"Cheyenne County","17","2011","55 to 64","","199.37","278.81","71.51",
"Cheyenne County","17","2011","65 and over","","71.4","301.9","23.65",
"Cheyenne County","17","2012","16 to 19","","47.71","103.32","46.18",
"Cheyenne County","17","2012","20 to 24","","68.04","84.38","80.64",
"Cheyenne County","17","2012","25 to 34","","186.14","222.35","83.71",
"Cheyenne County","17","2012","35 to 44","","171.97","204.91","83.92",
"Cheyenne County","17","2012","45 to 54","","237.74","272.84","87.14",
"Cheyenne County","17","2012","55 to 64","","201.28","279.19","72.09",
"Cheyenne County","17","2012","65 and over","","75.26","305.08","24.67",
"Cheyenne County","17","2013","16 to 19","","42.16","93.25","45.21",
"Cheyenne County","17","2013","20 to 24","","78.65","97.96","80.29",
"Cheyenne County","17","2013","25 to 34","","185.19","222.33","83.30",
"Cheyenne County","17","2013","35 to 44","","179.69","214.21","83.88",
"Cheyenne County","17","2013","45 to 54","","239.36","274.66","87.15",
"Cheyenne County","17","2013","55 to 64","","202.6","279.88","72.39",
"Cheyenne County","17","2013","65 and over","","79.43","307.57","25.83",
"Cheyenne County","17","2014","16 to 19","","39.97","90.82","44.01",
"Cheyenne County","17","2014","20 to 24","","82.57","103.74","79.59",
"Cheyenne County","17","2014","25 to 34","","190.1","228.23","83.29",
"Cheyenne County","17","2014","35 to 44","","186.48","223.05","83.60",
"Cheyenne County","17","2014","45 to 54","","229.98","263.83","87.17",
"Cheyenne County","17","2014","55 to 64","","208.34","286.01","72.84",
"Cheyenne County","17","2014","65 and over","","83.42","313.56","26.60",
"Cheyenne County","17","2015","16 to 19","","36.68","85.86","42.72",
"Cheyenne County","17","2015","20 to 24","","94.38","119.22","79.16",
"Cheyenne County","17","2015","25 to 34","","185","222.31","83.22",
"Cheyenne County","17","2015","35 to 44","","194.48","232.88","83.51",
"Cheyenne County","17","2015","45 to 54","","226.98","260.37","87.18",
"Cheyenne County","17","2015","55 to 64","","210.87","287.43","73.36",
"Cheyenne County","17","2015","65 and over","","88.02","321.15","27.41",
"Cheyenne County","17","2016","16 to 19","","35.97","86.77","41.45",
"Cheyenne County","17","2016","20 to 24","","95.32","121.53","78.43",
"Cheyenne County","17","2016","25 to 34","","178.81","215.68","82.91",
"Cheyenne County","17","2016","35 to 44","","208.76","250.26","83.42",
"Cheyenne County","17","2016","45 to 54","","221.68","253.89","87.31",
"Cheyenne County","17","2016","55 to 64","","213.31","289.72","73.63",
"Cheyenne County","17","2016","65 and over","","94.09","332.8","28.27",
"Cheyenne County","17","2017","16 to 19","","36.14","90.27","40.04",
"Cheyenne County","17","2017","20 to 24","","89.17","115.02","77.53",
"Cheyenne County","17","2017","25 to 34","","186.37","224.93","82.86",
"Cheyenne County","17","2017","35 to 44","","221.19","266.5","83.00",
"Cheyenne County","17","2017","45 to 54","","212.77","243.16","87.50",
"Cheyenne County","17","2017","55 to 64","","214.47","289.81","74.00",
